model,run_file,drive_link,domain,mode,gold_answer,model_answer,verdict
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2025-12-30.txt,https://drive.google.com/file/d/121ku_N1CuZpF5qMjj1ZNiIwVJmVqaLKm/view,nyt,default,"INTENTION: AIM, GOAL, OBJECT, POINT | MEASURING DEVICES: CLOCK, COMPASS, RULER, SCALE | PARTS OF A FLIGHT: CLIMB, TAKEOFF, TAXI, TOUCHDOWN | BIKE ACCESSORIES: BASKET, BELL, RACK, REFLECTOR","bell, clock, compass, ruler | aim, goal, object, point | climb, rack, scale, takeoff | basket, reflector, taxi, touchdown",WRONG (1/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2025-12-31.txt,https://drive.google.com/file/d/1z-vkRlyj47PN8QL6NkZ0W87IHLvpZy8E/view,nyt,default,"HAPPY NEW YEAR!: BALL DROP, CHAMPAGNE FLUTE, FIREWORKS, NOISEMAKER | PLACES WHERE THINGS DISAPPEAR: BERMUDA TRIANGLE, BLACK HOLE, COUCH CUSHIONS, DRYER | ASSOCIATED WITH PHILADELPHIA: BROTHERLY LOVE, CHEESESTEAK, LIBERTY BELL, ROCKY | STARTING WITH BODIES OF WATER: BAY LEAF, CHANNEL SURF, SEA BASS, SOUND BARRIER",,NO_ANSWER (empty)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-01.txt,https://drive.google.com/file/d/12KZEgyqFQJBvm6lzXcVieMfERzyqqAp5/view,nyt,default,"BIT OF MAGIC: CHARM, CURSE, HEX, SPELL | REMOVE THE COVERING FROM: PEEL, SHELL, SHUCK, SKIN | ""ENTHUSIAST"" EQUIVALENT: BUFF, HEAD, HOUND, RAT | BUTTER___: FINGERS, FLY, NUT, SCOTCH",,NO_ANSWER (empty)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-02.txt,https://drive.google.com/file/d/1iJfCCZpzSFRR8-2s15AVCHNM88BgmShS/view,nyt,default,"WRITE: JOT, LOG, NOTE, RECORD | SHTICK: BIT, GAG, NUMBER, ROUTINE | BENCHMARK: BAR, EXAMPLE, METRIC, STANDARD | VEGETABLES MINUS STARTING LETTER: ALE, EEK, HIVE, QUASH",,NO_ANSWER (empty)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-03.txt,https://drive.google.com/file/d/1ysR1IDrEIP5MA9dtOZVv_SOHbqOcGxlt/view,nyt,default,"ARMY RANKS: CAPTAIN, GENERAL, MAJOR, PRIVATE | LEGWEAR IN THE SINGULAR: JEAN, JOGGER, OVERALL, SLACK | RIHANNA #1 HITS: DIAMONDS, SOS, UMBRELLA, WORK | WET ___: BAR, BLANKET, NURSE, WILLY",,NO_ANSWER (empty)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-04.txt,https://drive.google.com/file/d/1YvyKzABeTH2w0lyvRPMtMwZRHZTZIOwi/view,nyt,default,"PAPER PUBLICATION: COPY, EDITION, ISSUE, PRINT | SPOOL: COIL, CRANK, REEL, WIND | THINGS A DEFENSIVE FOOTBALL PLAYER DOES: BLITZ, BLOCK, SACK, TACKLE | SYNONYMS FOR BUTT PLUS STARTING LETTER: DREAR, ETAIL, GRUMP, SCAN","hook, line, reel, sinker | copy, edition, issue, print | blitz, block, crank, sack | coil, drear, etail, scan",WRONG (1/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-05.txt,https://drive.google.com/file/d/1kS_dHMbFZnoRphWpeFjK5iLSNOBlRk9J/view,nyt,default,"THINGS YOU CAN DO ON SOCIAL MEDIA: COMMENT, LIKE, LURK, POST | FURTHEST POINT: END, EXTREME, OPPOSITE, POLE | ART MOVEMENTS, WITH ""-ISM"": BRUTAL, IMPRESSION, MANNER, REAL | WHAT ""V"" MIGHT MEAN: FIVE, VERSUS, VERY, VOLT",,NO_ANSWER (empty)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-06.txt,https://drive.google.com/file/d/11Z1aCmIj1NKCDR4f2kCx3mcjmwtlEK2M/view,nyt,default,"APARTMENT: DIGS, FLAT, PAD, QUARTERS | SONOROUS: CLEAR, DEEP, FULL, RICH | POKER HANDS, FAMILIARLY: BOAT, FLUSH, STRAIGHT, QUADS | ___ ANIMAL: BALLOON, PACK, PARTY, STUFFED",,ERROR: network
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-07.txt,https://drive.google.com/file/d/19He1plUiW9OJQ2WSk_G2OUUUwyvHL8lq/view,nyt,default,"DOPPELGÄNGER: CLONE, DOUBLE, MIRROR, RINGER | PORTION: CONCERN, INTEREST, SHARE, STAKE | COMMON FLAG SYMBOLS: CRESCENT, CROSS, STAR, STRIPE | PRESSED USING A PRESS: CIDER, GARLIC, TROUSERS, WINE",,ERROR: jsondecode
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-08.txt,https://drive.google.com/file/d/1C5ZeDkQt83xRzLC39w-7cbDYaWwPVC-3/view,nyt,default,"BIT OF A RESPONSE TO STRONG EMOTIONS: CHILL, GOOSEBUMP, SHIVER, TINGLE | BREAK THE RULES: JAYWALK, LITTER, LOITER, SPEED | FIRST-CLASS LEVERS: CLOTHESPIN, CROWBAR, SCISSORS, SEESAW | STARTING WITH CANDY BARS: AEROPLANE, DOVETAIL, HEATHERS, MARSALA",,ERROR: network
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-09.txt,https://drive.google.com/file/d/1vURv0g32d0oXcpaUXbGRkSmxpCOCTYt3/view,nyt,default,"THINGS THAT ARE RED: 3 BALL, CARDINAL, HEART EMOJI, SOLO CUP | USED IN METAPHORS FOR PRECARIOUS SITUATIONS: 8 BALL, DEEP END, LIMB, THIN ICE | MUSICAL ARTISTS MINUS STARTING NUMBERS: 6 MAFIA, CHAINZ, DIRECTION, NON BLONDES | CARDINAL DIRECTIONS WITH FIRST LETTER CHANGED: COUTH, FORTH, LEST, OAST",,ERROR: network
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-10.txt,https://drive.google.com/file/d/1HJgVoUA-za6dxE8gp493FSjN1B9cHoQR/view,nyt,default,"HOLLOW CYLINDERS: HOSE, PIPE, STRAW, TUBE | SOFTWARE PLATFORMS: APP, DESKTOP, MOBILE, WEB | TAKE OFF: BOOK, DIP, JET, SPLIT | UNITS OF MEASURE: BAR, GRAM, MOLE, VOLT","bar, gram, jet, volt | app, desktop, mobile, web | book, mole, pipe, straw | dip, hose, split, tube",WRONG (1/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-11.txt,https://drive.google.com/file/d/1np685gEWu50prW4XdIg36vvDqWgbLYXi/view,nyt,default,"GROUP: BAND, CREW, PACK, TEAM | PLUNGE: CRASH, CRATER, DROP, TANK | PARTS OF A SINK: BASIN, DRAIN, FAUCET, STOPPER | EQUESTRIAN GEAR: BIT, CROP, HALTER, SADDLE","bit, bridle, crop, saddle | basin, crater, halter, tank | band, crew, pack, team | drain, drop, faucet, stopper",WRONG (1/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-12.txt,https://drive.google.com/file/d/1AoymXzmPg_OxiRDBDUVAmoC4gIDtNcja/view,nyt,default,"LIVING ROOM FURNITURE: ARMCHAIR, BOOKCASE, CONSOLE, FOOTSTOOL | EXPERIENCE LEVELS: EXPERT, INTERMEDIATE, NOVICE, PROFICIENT | PROMISE: AGREEMENT, COMPACT, HANDSHAKE, UNDERSTANDING | ENDING IN U.S. COINS: CEFTAZIDIME, HEADQUARTER, MONEYPENNY, PUMPERNICKEL","expert, intermediate, novice, proficient | armchair, bookcase, console, footstool | agreement, compact, handshake, understanding | ceftazidime, headquarter, moneypenny, pumpernickel",SOLVED (4/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-13.txt,https://drive.google.com/file/d/1XiexvNc4apGH5c0c4EyR5WiE7crpkHLO/view,nyt,default,"PRESENT GO-WITHS: BOW, CARD, GIFT WRAP, RIBBON | JOSTLE: ELBOW, PRESS, SHOULDER, SHOVE | ACCESSORIES FOR MR. MONOPOLY: BOWTIE, CANE, MONEYBAG, TOP HAT | PARTS OF THE FOOT PLUS STARTING LETTER: OTOE, PARCH, RANKLE, WHEEL",,ERROR: network
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-14.txt,https://drive.google.com/file/d/1n546tTHmn2VtujEKmy7hLWbP8u9z0oMo/view,nyt,default,"FIXED: FAST, FIRM, SECURE, TIGHT | RECEIVER OF GOODS OR SERVICES: ACCOUNT, CLIENT, CONSUMER, USER | STARTING WITH WEATHER CONDITIONS: FROSTY, MISTLETOE, RAINMAKER, SNOWMAN | SILENT ___: AUCTION, MOVIE, PARTNER, TREATMENT",,ERROR: network
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-15.txt,https://drive.google.com/file/d/15YA059yjGoBjwey93HfubQ2V9XTD0PrE/view,nyt,default,"GARDENING TOOLS: HOSE, RAKE, SHOVEL, SPADE | UNMOVING: FROZEN, STATIC, STATIONARY, STILL | THINGS THAT COME IN FLAKES: CEREAL, DANDRUFF, SALT, SNOW | WORDS FORMED BY TWO MEN’S NAMES: JACKAL, LEVITATE, MELTED, PATRON",,ERROR: network
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-16.txt,https://drive.google.com/file/d/1x6VsdIwGLG4FL90bJFrJhAazKuQLTl07/view,nyt,default,"KINDS OF HATS: DERBY, FEDORA, PANAMA, PORKPIE | COMPONENTS OF A KID’S BEDTIME ROUTINE: BATH, BRUSHING, PAJAMAS, STORY | MUSICAL ACTS WITH ""A"" AS THE ONLY VOWEL: ALABAMA, BANANARAMA, KANSAS, SANTANA | GRAND ___: BAHAMA, CANYON, SLAM, PIANO","derby, fedora, panama, porkpie | alabama, bahama, bananarama, panama | pajamas, piano, slam, story | bath, brushing, canyon, kansas",WRONG (1/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-17.txt,https://drive.google.com/file/d/1F1RolBaFfG0cKbAlOwkXad7mBS2KD0iK/view,nyt,default,"SPREAD OVER: BLANKET, COAT, COVER, PLASTER | THROW: CAST, HURL, PELT, SLING | ANAGRAMS: INKS, KINS, SINK, SKIN | FIRST WORDS OF KIDS' GAMES: CAPTURE, HIDE, RED, SIMON",,ERROR: jsondecode
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-18.txt,https://drive.google.com/file/d/1Zstb0ilPwA5Vtibox6c-XBVcaYF8WJY-/view,nyt,default,"FEATURES OF A DUCK: BILL, FEATHERS, WEBBING, WINGS | DESTROY: BREAK, DAMAGE, TOTAL, WRECK | FOUND ON A BOOK JACKET: AUTHOR, QUOTE, SYNOPSIS, TITLE | CLASSIC HOLLYWOOD ACTORS: COOPER, GRANT, PECK, PRICE","break, quote, synopsis, title | bill, damage, grant, price | beak, feathers, webbing, wings | author, cooper, peck, total",WRONG (0/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-19.txt,https://drive.google.com/file/d/1s5bQk_xt8D_Oq8QyebrY7w2nQ3IPKx3w/view,nyt,default,"INEXPERIENCED: BUDDING, FRESH, NAIVE, NEW | 🤑: BUNDLE, FORTUNE, MINT, WAD | MEASURED BY SI UNITS: CURRENT, LENGTH, MASS, TIME | WORDS AFTER ""QUICK"": FIX, SAND, SILVER, STUDY","bundle, fortune, mass, wad | budding, fresh, green, naive | mint, new, silver, study | current, fix, length, time",WRONG (0/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-20.txt,https://drive.google.com/file/d/1MxRg-p3LoSkRvrXhxG_Ufbsq3hWkJBOJ/view,nyt,default,"INTERTWINE: LACE, TWIST, WEAVE, WIND | KINDS OF BEES: BUMBLE, CARPENTER, HONEY, KILLER | FAMOUS BRIDGES: BROOKLYN, GOLDEN GATE, RIALTO, TOWER | STARTING WITH SYNONYMS FOR ""HANKER FOR"": CRAVEN, DESIREE, NEEDLE, WANTON","brooklyn, golden gate, rialto, tower | bumble, carpenter, honey, killer | lace, needle, twist, weave | craven, desiree, wanton, wind",WRONG (2/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-21.txt,https://drive.google.com/file/d/1V-HvEhTtJe-bnj0XXiFxpAGNj9pmZPIZ/view,nyt,default,"ITEMS TO RECYCLE: BOTTLE, CAN, CARDBOARD BOX, NEWSPAPER | BEDDING: BLANKET, SHAM, SHEET, THROW | PLAGIARIZE: COPY, CRIB, LIFT, PIRATE | BATMAN'S ""BAT"" THINGS: CAVE, MOBILE, SIGNAL, SUIT",,NO_ANSWER (empty)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-22.txt,https://drive.google.com/file/d/1gOnnkJqJlo_cEEt_0sSxzgempHktVQRl/view,nyt,default,"WELL-DEFINED, AS AN IMAGE: CLEAR, CRISP, DISTINCT, SHARP | FRUIT DESSERTS: COBBLER, CRUMBLE, STRUDEL, TURNOVER | BUNGLE: FLUFF, FUMBLE, MISS, TRIP | MAGAZINES PLUS A LETTER: ELLEN, SPINY, TIMER, USE","cobbler, crisp, crumble, strudel | fluff, fumble, miss, muff | clear, distinct, sharp, spiny | timer, trip, turnover, use",WRONG (0/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-23.txt,https://drive.google.com/file/d/1UjKsmDggl5t97VRwfAFwFyHxrEiT7p9h/view,nyt,default,"FACIAL FEATURES: CHEEK, EYE, LIP, TEMPLE | KINDS OF PARKING: GARAGE, METER, STREET, VALET | IMPERIAL UNITS: ACRE, BUSHEL, FOOT, STONE | WORDS BEFORE ""LIGHT"": FLOOD, LIME, PILOT, TRAFFIC","acre, bushel, flood, lime | cheek, eye, lip, temple | garage, meter, street, valet | foot, pilot, stone, traffic",WRONG (2/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-24.txt,https://drive.google.com/file/d/1cE8bpY9a4K3zTuFA9mcW6f9LYj1Rhk1m/view,nyt,default,"GEAR FOR A BOXER: GLOVES, MOUTHGUARD, ROBE, SHORTS | CHAMPIONSHIP: AWARD, CROWN, CUP, TITLE | KINDS OF NECKLINES: BOAT, CREW, HALTER, SCOOP | SNOW ___: CONE, GLOBE, LEOPARD, PEA",,ERROR: jsondecode
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-25.txt,https://drive.google.com/file/d/1jyPDHpXehB8vjCvJooUsNRQGIqEOvA9-/view,nyt,default,"ACT AS A BACKUP: COVER, FILL IN, SUB, TEMP | PC KEYBOARD KEYS: ALT, ENTER, MENU, WINDOWS | PASTA SHAPES: BOWTIE, RIBBON, SHELL, TUBE | SUFFIXES: ATE, DOM, HOOD, SHIP","bowtie, ribbon, shell, tube | alt, enter, sub, windows | cover, hood, ship, skin | dom, fill in, menu, temp",WRONG (1/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-26.txt,https://drive.google.com/file/d/1RH89zMcd9tv2WClSeXaOyvtcmLyTY6H5/view,nyt,default,"EXPLOIT: DRAIN, FLEECE, MILK, SQUEEZE | DAUNT: BUFFALO, COW, RATTLE, RUFFLE | ICONIC ACTRESSES: CLOSE, FIELD, FOSTER, WEAVER | MAMMALS MINUS LAST LETTER: BADGE, GOA, MOOS, RABBI","badge, field, foster, weaver | buffalo, cow, moos, rattle | close, drain, ruffle, squeeze | fleece, goa, milk, rabbi",WRONG (0/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-27.txt,https://drive.google.com/file/d/1p0YaiWXClN8edujSg4EsKsiyno2Rf1Un/view,nyt,default,"QUITE THE LAUGH: CARD, CHARACTER, CUTUP, JOKER | NHL TEAM MEMBER: DEVIL, FLYER, PENGUIN, RANGER | FIRST WORDS OF ROBIN HOOD CHARACTER NAMES: FRIAR, MAID, ROBIN, SHERIFF | STARTING WITH BASEBALL GEAR: BALLROOM, BASEMENT, BATMOBILE, CAPSTONE","batmobile, joker, penguin, robin | ballroom, basement, capstone, friar | card, devil, flyer, maid | character, cutup, ranger, sheriff",WRONG (0/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-28.txt,https://drive.google.com/file/d/1Yb2VsveqvkOTSRqCNvjDUBuRIN6fiHTs/view,nyt,default,"IMITATION: DUMMY, MOCK, PRETEND, SHAM | CLEANING SUPPLIES: BUCKET, GLOVES, RAG, SOAP | COMPONENTS OF A RECORD PLAYER: MOTOR, NEEDLE, PLATTER, TONEARM | SPARE ___: ME, RIB, TIME, TIRE","motor, needle, platter, tonearm | dummy, mock, pretend, sham | bucket, gloves, rag, soap | me, rib, time, tire",SOLVED (4/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-29.txt,https://drive.google.com/file/d/1d67wHDab-9bWapIBAsbblQDsfutgL7Q6/view,nyt,default,"MAKEUP: BRONZER, FOUNDATION, LINER, STAIN | FEATURED IN GOLDILOCKS AND THE THREE BEARS: BEAR, BED, GOLDILOCKS, PORRIDGE | ENDING WITH DRINKING VESSELS: FIBERGLASS, SILVERSTEIN, SMUG, STUMBLER | HOMOPHONES OF WORDS MEANING ""BRUTAL"": GOREY, GRIMM, GRIZZLY, SCARRY","gorey, grimm, scarry, silverstein | fiberglass, foundation, grizzly, liner | bronzer, foundation, smug, stain | bear, bed, porridge, stumbler",WRONG (0/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-30.txt,https://drive.google.com/file/d/1PSsEOIIv_uV107_8NRAYHXlxb9HJTSt-/view,nyt,default,"REGION: AREA, CLUSTER, PATCH, POCKET | GROOMING ITEMS: COMB, COMPACT, NAIL FILE, TWEEZERS | THINGS WITH ADHESIVE SURFACES: BAND-AID, LINT ROLLER, STICKER, TAPE | ___ HAND: HELPING, MINUTE, POKER, UPPER","compact, helping, minute, pocket | band-aid, patch, sticker, tape | comb, lint roller, nail file, tweezers | area, cluster, poker, upper",WRONG (0/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-01-31.txt,https://drive.google.com/file/d/1F9QlQLRPVpVM5MvAQptw9D6omeXrweG7/view,nyt,default,"KINDS OF PARTIES: BALL, MIXER, RECEPTION, SHOWER | WAYS TO APPLY PAINT: BRUSH, PALETTE KNIFE, ROLLER, SPRAY CAN | Y-SHAPED THINGS: SLINGSHOT, STETHOSCOPE, TUNING FORK, WISHBONE | WHAT ""SHIFT"" MIGHT REFER TO: COMPUTER KEY, DRESS, FLUCTUATION, WORK PERIOD","ball, dress, reception, wishbone | brush, mixer, palette knife, roller | fluctuation, shower, slingshot, tuning fork | computer key, spray can, stethoscope, work period",WRONG (0/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-01.txt,https://drive.google.com/file/d/1yPpIr67lDFYmKnLqtPT-zHQn_eaYrDRe/view,nyt,default,"PUBLICIZE: BOOST, HYPE, PITCH, PLUG | KINDS OF SHOES: CLOG, FLAT, MULE, WEDGE | ANTHEM: BANGER, BOP, HEATER, JAM | MUSICAL INSTRUMENTS PLUS STARTING LETTER: GLUTE, MORGAN, SHARP, THORN",,ERROR: jsondecode
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-02.txt,https://drive.google.com/file/d/1aZn2BseY1NKa4yeSHoJ8PuSowxMpplIp/view,nyt,default,"DURATION: INTERVAL, PERIOD, SPAN, STRETCH | CREDENTIALS FOR ENTRY: LANYARD, PASS, STAMP, WRISTBAND | MODERN CRIME SERIES PROTAGONISTS: BOSCH, CROSS, REACHER, RYAN | TREES PLUS A LETTER: FAIR, MARPLE, POPULAR, PSALM","bosch, marple, reacher, ryan | interval, period, span, stretch | cross, lanyard, pass, wristband | fair, popular, psalm, stamp",WRONG (1/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-03.txt,https://drive.google.com/file/d/1TGf2fl_fOULuTONuFQ7ZydV4DJH85xKX/view,nyt,default,"CUT INTO PIECES: CUBE, DICE, HASH, MINCE | PROVIDE WITH A PLACE TO STAY: BOARD, HOUSE, LODGE, QUARTER | KINDS OF GOLF CLUBS: IRON, PUTTER, WEDGE, WOOD | MEMORY ___: CARD, FOAM, HOLE, LANE",,NO_ANSWER (empty)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-04.txt,https://drive.google.com/file/d/11BV2IJanT9rATvexsp188cHCu2h0YTP7/view,nyt,default,"CONTENTION: CONFLICT, DISCORD, FRICTION, RIVALRY | GAMES OF CHANCE: BINGO, CRAPS, LOTTERY, WAR | MORE OR LESS, COLLOQUIALLY: APPROX, BOUT, LIKE, ROUND | STARTING WITH NBA TEAMS: BULLSEYE, HEATED, MAGICAL, NETSCAPE",,ERROR: jsondecode
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-05.txt,https://drive.google.com/file/d/18ON0rGqakvfiB1REbIH5RK0ofEbHUkiu/view,nyt,default,"CULTURAL SYMBOLS OF THE U.S.: AMERICAN FLAG, APPLE PIE, BALD EAGLE, BASEBALL | COLLIDE WITH: BUMP, BUTT, KNOCK, RAM | BLUE THINGS: JEANS, LAPIS LAZULI, OCEAN, SKY | LEES OF HOLLYWOOD: ANG, BRUCE, CHRISTOPHER, SPIKE","american flag, bald eagle, lapis lazuli, sky | bump, knock, ram, spike | apple pie, bruce, jeans, ocean | ang, baseball, butt, christopher",WRONG (0/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-06.txt,https://drive.google.com/file/d/1sxkmUJ-40Y-0TV51tRfmKi1c0EX_xX4C/view,nyt,default,"ITEMS AT A COFFEE STATION: CUP, LID, STIRRER, STRAW | THINGS WITH STRIPES: CANDY CANE, CROSSWALK, REFEREE, TIGER | WORDS BEFORE ""FLY"" IN INSECT NAMES: BUTTER, DRAGON, FIRE, HORSE | HOMOPHONES OF GREETINGS: CHOW, HAY, HIGH, YEOH","candy cane, crosswalk, referee, tiger | butter, dragon, fire, horse | chow, cup, hay, stirrer | high, lid, straw, yeoh",WRONG (2/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-08.txt,https://drive.google.com/file/d/1rFZtED1dODejNG48QJsNGrBJ7-JSmkd9/view,nyt,default,"SUPPRESS: GAG, INHIBIT, MUZZLE, SILENCE | SAME OLD STUFF: DRILL, GRIND, HABIT, ROUTINE | FEATURES OF A STRONG PASSWORD: LENGTH, NUMBER, SYMBOL, UPPERCASE | WORDS AFTER ""TWO"": BIT, CENTS, FACED, TIMER",,ERROR: jsondecode
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-09.txt,https://drive.google.com/file/d/1wt5_kpxCPisH1YdlGdN2ZDNzlBWLzA1C/view,nyt,default,"USED IN WEAVING: LOOM, NEEDLE, SCISSORS, YARN | METHOD: APPROACH, MANNER, STYLE, WAY | KINDS OF PAYMENT FOR AN AUTHOR: ADVANCE, BONUS, FEE, ROYALTY | DRAW ___: NEAR, POKER, STRAWS, THE LINE","approach, manner, style, way | loom, needle, scissors, yarn | advance, bonus, fee, royalty | near, poker, straws, the line",SOLVED (4/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-10.txt,https://drive.google.com/file/d/1FR6Zsq550OdKNxcNn-W4hMH-QUEAsePQ/view,nyt,default,"EXHIBITION: CONVENTION, EXPOSITION, FAIR, SHOW | WORDS SPELLING OUT INITIALISMS: DEEJAY, EMCEE, KAYO, OKAY | DVD BONUS FEATURES: COMMENTARY, INTERVIEW, OUTTAKES, TRAILER | STARTING WITH PARTS OF A WHEEL: HUBBUB, RIMSHOT, SPOKESPERSON, TIRESOME","convention, fair, hubbub, show | commentary, deejay, emcee, spokesperson | exposition, interview, outtakes, trailer | kayo, okay, rimshot, tiresome",WRONG (0/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-11.txt,https://drive.google.com/file/d/1l15BwRBE_DrXGcxVm_WZHuaWUv7NfyBz/view,nyt,default,"ACT LOVESTRUCK: MOON, PINE, SWOON, YEARN | EARNINGS: GAIN, NET, RETURN, YIELD | COMPACT MASS: BLOCK, BRICK, CAKE, PUCK | ROLLER ___: BAG, COASTER, DERBY, RINK",,ERROR: jsondecode
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-12.txt,https://drive.google.com/file/d/1H6lshWfdX380rSdydXMM4Okh6DhXM0G7/view,nyt,default,"CONSTRUCT: FORM, MAKE, MOLD, PRODUCE | FIXED IN PLACE: FAST, FIRM, FROZEN, TIGHT | MLB PLAYER, FOR SHORT: A, CARD, JAY, YANK | ___ QUEEN: DAIRY, DANCING, DRAG, MAY","a, dancing, drag, may | card, dairy, frozen, produce | drag, jay, tight, yank | fast, firm, form, mold",WRONG (0/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-13.txt,https://drive.google.com/file/d/1SepL2iStC0nDmy3yYL0bH5ZLNrnqmXPu/view,nyt,default,"DOWNRIGHT: PURE, SHEER, STARK, UTTER | PENNANT: BANNER, COLORS, FLAG, STANDARD | CIGARETTE BRANDS: CAMEL, KENT, PARLIAMENT, SALEM | HOMOPHONES OF WAYS TO GET SMALLER: LESSON, RESEED, SYNC, WAYNE","camel, parliament, salem, standard | banner, colors, flag, stark | pure, sheer, sync, utter | kent, lesson, reseed, wayne",WRONG (0/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-14.txt,https://drive.google.com/file/d/1HDFT73EblbDOUm2j83Dq09N8NoSSBZNA/view,nyt,default,"UPTICK: HIKE, JUMP, RISE, SPIKE | PROTUBERANCE: BUMP, HUMP, LUMP, MOUND | TOM HANKS ROLES: GUMP, PHILLIPS, SULLY, WOODY | WORDS BEFORE ""MINT"": BREATH, JUNIOR, PEPPER, SPEAR","hike, jump, lump, rise | forrest, gump, sully, woody | pepper, phillips, spear, spike | breath, bump, hump, mound",WRONG (0/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-15.txt,https://drive.google.com/file/d/1XjU_Dfxno7EUS9abl3GHfB7x791QRvVq/view,nyt,default,"REFERENCE BOOKS: ATLAS, DICTIONARY, ENCYCLOPEDIA, THESAURUS | SOMETHING THAT BRINGS BACK MEMORIES: ECHO, REMINDER, TRACE, VESTIGE | KINDS OF COMPLEXES: ELECTRA, INFERIORITY, OEDIPUS, SUPERIORITY | STARTING WITH WAYS TO REACH SOMEONE VIA PHONE: BUZZARD, CALLIOPE, DIALECT, RINGMASTER","atlas, dictionary, encyclopedia, thesaurus | calliope, echo, electra, oedipus | buzzard, inferiority, reminder, vestige | dialect, ringmaster, superiority, trace",WRONG (1/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-16.txt,https://drive.google.com/file/d/1kRYorxOKb3S2xka_aRCUxXOpthLa_e0A/view,nyt,default,"KNEE SLAPPER: HOOT, LAUGH, RIOT, SCREAM | HOMOPHONES: DO, DOE, DOH, DOUGH | SOUNDS A CHICKEN MAKES: BUCK, CACKLE, CLUCK, SQUAWK | STRESS RESPONSES: FAWN, FIGHT, FLIGHT, FREEZE",,NO_ANSWER (empty)
